Date,Company,Ticker,Avg_Sentiment,Min_Sentiment,Max_Sentiment,News_Count,Sample_Title
2024-08-22,vista_energy,VIST,-0.6808,-0.6808,-0.6808,1,"A minimum data set—Core outcome set, core data elements, and core measurement set—For degenerative cervical myelopathy research (AO Spine RECODE DCM): A consensus study"
2024-08-23,cemig,CIG,-0.2292,-0.2292,-0.2292,1,"Stream It Or Skip It: ‘Stress Positions’ on Hulu, Theda Hammel’s Highly Unconventional LGBTQ+ COVID Satire Starring John Early"
2024-08-23,central_puerto,CEPU,-0.9719,-0.9719,-0.9719,1,Union pay dispute threatens to throw crucial AFL clash into chaos
2024-08-23,transportadora_de_gas_del_sur,TGS,-0.6249,-0.6249,-0.6249,1,"Death Stranding 2 leads PlayStation's Tokyo Games Show return in a ""special talk"" as Hideo Kojima unveils his latest round of cast teasers"
2024-08-24,cemig,CIG,-0.296,-0.296,-0.296,1,No vaping in the boys’ room: E-cig detectors would be required in NYC schools under bill
2024-08-25,central_puerto,CEPU,-0.872,-0.872,-0.872,1,TasNetworks invokes powers to halt industrial action as wild weather hits state
2024-08-26,cemig,CIG,-0.1027,-0.1027,-0.1027,1,"Lady Gaga's ""Die With A Smile"" Dance"
2024-08-27,geopark,GPRK,-0.1477,-0.1477,-0.1477,1,New Study Identifies the UNESCO Heritage Sites Imperiled by Climate Change
2024-08-27,petrobras,PBR,-0.2179,-0.34,-0.0958,2,Lula’s Push for Natural Gas Raises Intervention Fears in Brazil
2024-08-28,vista_energy,VIST,-0.9327666666666667,-0.9806,-0.891,3,'This story is from Mississippi': PA Democrats pounce as rival conflates Philadelphias
2024-08-29,transportadora_de_gas_del_sur,TGS,-0.45455,-0.8519,-0.0572,2,Happinet reveals TGS 2024 lineup
2024-08-30,cemig,CIG,-0.8063,-0.8063,-0.8063,1,The best memes about Keir Starmer’s proposed smoking ban
2024-09-02,cemig,CIG,-0.8591,-0.8591,-0.8591,1,Putin warns students about vapes
2024-09-02,petrobras,PBR,-0.9666,-0.9666,-0.9666,1,"Scarcity: NNPC constitutes economic danger, sell it"
2024-09-02,transportadora_de_gas_del_sur,TGS,-0.2732,-0.2732,-0.2732,1,Arrowhead Pharmaceuticals Presents New Pivotal Phase 3 Data at ESC 2024 from PALISADE Study of Plozasiran in Patients with Familial Chylomicronemia Syndrome
2024-09-03,pampa_energia,PAM,-0.759875,-0.8271,-0.5672,4,Statue of fallen 'Teacher-in-Space' Christa McAuliffe unveiled at NH state house
2024-09-04,ecopetrol,EC,-0.62915,-0.8591,-0.4632,4,The 2024 Presidential Election comes down to two states which are somehow not Joy and Anger [Obvious]
2024-09-04,pampa_energia,PAM,-0.5696833333333333,-0.9552,-0.0387,6,Silent prayer outside of abortion clinics is a form of reproductive coercion (Barf Alert)
2024-09-04,petrobras,PBR,-0.7424999999999999,-0.8481,-0.6369,2,"Global borrowing blitz led by blue chips selling $43 bn in bonds, loans"
2024-09-04,transportadora_de_gas_del_sur,TGS,-0.34,-0.34,-0.34,1,"Kia Launches Gravity Edition Of Seltos, Sonet, Carens: Check Prices"
2024-09-05,cemig,CIG,-0.932,-0.932,-0.932,1,Teenage E-Cigarette Use Drops to a 10-Year Low
2024-09-05,ecopetrol,EC,-0.7473375,-0.9517,-0.296,8,The Corporate Sector Continues to Lag Behind Private Households for EV Uptake
2024-09-05,enel_chile,ENIC,-0.5994,-0.5994,-0.5994,1,Laboratory evidence of the nonresonant streaming instability in the formation of quasiparallel collisionless shocks at high Alfvénic Mach number
2024-09-05,pampa_energia,PAM,-0.4717333333333334,-0.9565,-0.1027,9,"Fuel price: Borno residents dump cars, take to horses, bicycles"
2024-09-05,petrobras,PBR,-0.3182,-0.3182,-0.3182,1,"Hunting in Desperate Times – Part 5, by Tunnel Rabbit"
2024-09-05,transportadora_de_gas_del_sur,TGS,-0.765,-0.765,-0.765,1,Metabolic syndrome predictive modelling in Bangladesh applying machine learning approach
2024-09-06,cemig,CIG,-0.802,-0.802,-0.802,1,29 Hotel Employees Share Their Most Unforgettable Moments With Guests
2024-09-06,ecopetrol,EC,-0.6912166666666666,-0.9764,-0.296,12,Psyence Biomed Announces the Signing of a Conditional Binding Term Sheet for the Acquisition of Psilocybin-Based Drug Developer Clairvoyant
2024-09-06,pampa_energia,PAM,-0.43108,-0.656,-0.2023,5,Cannot login to GUI on Ubuntu 24.04 after installing fuse
2024-09-06,transportadora_de_gas_del_sur,TGS,-0.1531,-0.1531,-0.1531,1,Xbox Game Pass News Coming This Month At TGS 2024
2024-09-07,ecopetrol,EC,-0.8972,-0.9645,-0.8299,2,Was it one big conspiracy?
2024-09-07,pampa_energia,PAM,-0.5537,-0.6486,-0.4588,2,Ask Not: The Kennedys and the Women They Destroyed by Maureen Callahan – A pulpy approach that provides facile answers
2024-09-08,pampa_energia,PAM,-0.7964,-0.7964,-0.7964,1,How did gun crime inspire hit BBC drama Sherwood?
